entrez	length
388969	6812
205327	16980
339778	18601
388939	12828
257407	12196
129852	53730
339804	19761
130355	85408
129881	48980
388960	32959
391356	3115
84279	5278
389073	24911
388963	7443
389084	13026
56918	23230
653140	16645
285093	4094
51057	469174
84281	324005
129293	60325
717	47891
719	9515
388503	32782
55845	11515
57415	17240
89876	64080
389161	31906
25871	17277
51161	16810
51244	20913
51300	26565
84077	99566
152002	204189
152065	34526
285343	71983
115795	27283
84319	363870
23434	4086
152405	5291
132001	125004
51066	125635
285315	43675
84984	6017
339883	56386
80111	1667
56941	27354
285237	8007
84892	26856
84657	1327
255798	14077
132228	10209
339942	8298
151649	32303
132200	31690
93556	581077
711	2263
79669	50044
389119	1769
152078	57921
165679	28444
205428	20570
151963	121041
375341	8636
23272	63133
285203	38741
646600	16535
677779	7096
200844	333628
285382	76222
646450	1597
401089	6775
100128378	3018
54859	18085
375337	95185
152118	18202
718	42946
720	20624
722	40740
725	11198
317648	15532
439934	8324
404201	43127
84273	14256
84103	31299
55286	142692
55345	97662
255119	642491
152992	71757
152816	10896
54969	28474
80167	74666
79625	43242
132720	49802
132321	22946
201895	92529
85438	2135
132989	21051
285555	959373
152641	2178
152756	2183
401152	8026
401137	12372
60684	54327
92070	3567
55319	25849
345222	15015
152940	189749
201725	5381
441054	44601
401115	8360
84709	14060
389197	121171
646603	112301
389203	15687
10141	3232
260436	9128
728	12205
9315	248130
56951	13115
140947	3134
55322	22792
134553	26132
375484	107632
202299	7901
64417	40406
90355	20286
84418	68601
133686	49690
375444	28734
133383	19640
285600	467748
153571	6685
389289	1265
408263	4079
153222	82935
65250	185571
643155	4764
80006	41502
51149	21541
389336	56131
133491	18359
389320	4579
134121	20755
10826	33665
285636	17323
100190949	9777
492311	3455
63920	6949
116349	1325
441108	65115
133874	19648
285679	3596
85027	18790
727	122530
79747	216490
84830	66105
64771	109479
10591	3852
10665	81381
58527	14557
168090	30244
387263	4248
401288	10035
26238	12322
653483	2906
84300	14936
389383	2954
340204	13020
154467	16955
221443	33015
647024	41501
79969	19947
221545	6074
442213	252534
135398	11269
90523	247409
221749	29693
222826	37011
115004	28586
88745	7997
221424	3381
79940	12881
29113	1352
57150	19741
206412	20650
63914	2617
154313	56493
253714	141276
84553	78895
221322	255890
387104	80618
90632	63991
285753	73074
728464	114377
253582	30270
116843	29286
154386	12690
221491	2728
404220	51754
51250	23387
387119	249329
80069	12800
79624	17843
100131814	218254
221718	7037
154288	1513
389384	21258
221416	7027
619208	15199
441150	556
401253	7232
80739	6153
401251	1854
80737	13196
729515	34494
100133205	66981
57827	2480
50854	4845
347744	23379
135154	22639
352999	14646
79992	1868
81688	16621
55776	11123
55780	29978
116254	25373
221481	15353
221477	94078
153918	73869
80129	127176
729	119370
79783	725876
136647	8595
129790	2288
10842	23141
79161	24427
79020	5083
79034	18705
221927	17943
51622	27817
221960	27338
113763	2872
115416	12985
136895	45662
202865	25094
135927	1381
57002	45685
285958	3673
222166	27778
55069	37343
55262	4300
55744	121089
136263	11470
340277	23131
221908	1333
78996	78523
64433	610
84310	160361
222950	10875
375607	9797
286006	11520
27099	2568
154791	5878
136288	25786
79974	308736
389541	14035
154743	120728
402573	7640
79846	75790
84060	11686
401335	6404
154907	612
29923	2588
80099	24556
84792	19556
285941	9401
100130988	63395
730	75146
731	63427
732	45176
733	2111
340393	2383
83656	70255
492307	21757
51236	3130
286122	15094
65265	13397
116328	488650
157657	24288
137682	222728
55472	708
114926	14047
80185	14413
157695	55991
56260	13935
157777	55679
254778	24958
203111	29088
157773	1419
56892	1828
78998	2012
51337	9704
157556	8379
541565	4551
401466	7031
26138	5188
642475	6583
203076	27965
619351	26850
84933	21410
286103	3235
57604	84104
389643	62104
286144	82620
157869	30101
441376	6280
389649	17828
84904	6330
375748	165460
414328	21806
414318	1587
286333	6950
100128385	6954
51490	13658
138162	4688
286207	9014
375757	13626
54586	12496
158228	2196
90871	3278
84302	16032
392307	12757
445577	28215
100128782	69889
138724	4896
138255	85433
401563	10306
89958	8432
286257	1554
259308	6435
389715	8319
286343	48066
401546	8572
389766	39392
51531	25694
158055	3057
54863	4915
375791	1141
79095	4501
401535	11082
389799	163276
389813	4867
441476	2643
195827	15754
138716	1602
84688	19479
203259	60386
58483	37045
91283	24591
85026	3563
84909	421595
55071	6329
138199	47666
257169	19046
158314	18141
81571	5983
55848	80573
286223	5279
23732	36956
375759	10050
51198	615
138240	9237
23731	104828
84267	18675
157983	2293
55064	126031
90120	4294
54942	16348
84850	2602
169693	4303
203228	27320
51759	8017
286234	6026
11094	10879
58493	34191
79886	52143
158401	109778
138241	74419
55684	33239
84270	17066
203197	42525
203238	509557
54981	27742
169436	29730
158067	153472
11092	11994
735	80355
56934	529704
770	8241
771	60732
377677	38615
23632	8604
759	50505
760	17591
761	10181
762	29079
763	55026
340591	28805
11238	50141
765	29224
766	9735
767	95988
768	7350
81617	136201
51719	108233
56997	48205
23523	167436
91768	125906
81928	18653
9478	40317
51475	4534
57010	9371
56344	18959
164633	11830
26256	22644
57685	222929
773	300037
774	246837
775	728398
776	319122
777	490372
778	28341
8913	68910
8912	68666
8911	118984
779	72944
781	497512
9254	141631
55799	952005
93589	130643
782	24216
783	405457
784	14509
785	266396
786	12243
10369	141989
10368	106077
27092	68691
27091	59634
59285	21517
59284	34519
59283	27278
27101	12592
23705	335192
253559	1115440
57863	31721
199731	19616
93664	568348
8618	477517
790	26574
285782	63083
793	24271
794	31725
796	5693
797	5044
57658	19003
10241	34210
10203	106340
799	150244
800	191100
255022	5660
51063	5620
119395	6436
801	11773
805	16854
808	9708
810	1810
91860	15405
51806	873
163688	3545
83698	724780
125972	17106
811	5880
813	34041
50632	12824
57118	486031
57172	30225
8536	12642
815	70639
816	109017
817	311145
818	62090
55450	3819
94032	2340
814	274920
84254	35318
10645	60616
79012	11917
819	13609
820	1990
23271	121802
157922	99064
23261	984382
23125	20288
55832	50595
23066	38164
124583	18077
821	52995
10487	32584
10486	164287
822	23719
11132	12370
11131	25590
147968	14426
92291	86756
440854	60914
823	30633
824	74425
825	52817
726	59184
827	25384
23473	46670
388743	124125
10753	56067
826	10287
84290	1003
4076	50947
65981	45441
84698	114935
133690	34491
828	1957
829	51841
830	59462
93661	1069
832	146764
29775	29053
84433	137792
79092	39339
114769	5198
440068	21039
59082	2055
84674	14157
22900	53116
64170	9713
23589	16070
55739	24536
10498	51525
57571	9929
79587	72191
833	56494
9607	1770
55259	88103
255082	163332
22794	31666
113201	127049
57082	70330
64921	123656
57524	19425
57513	15276
8573	408620
843	46521
23581	8813
834	10148
835	19345
836	21779
837	25730
838	29667
839	14817
840	51747
9994	44556
841	54268
842	33511
844	11311
845	68693
846	107961
57091	48832
831	112646
54897	160046
117144	9766
440278	10364
117155	20381
347732	43789
378807	13002
79820	151388
57828	35113
847	33126
857	36176
858	8803
859	12956
10367	258865
9139	159961
863	102349
865	71909
868	214091
23624	22797
79872	21300
869	3921
147381	104765
643866	3123
140689	8162
867	101810
873	3140
874	11661
84869	115800
875	23671
55871	58246
150472	58513
445571	58169
220869	67667
644019	67556
10951	31419
84733	11729
11335	12164
8535	6284
23468	49180
23466	10794
23492	21908
57332	4945
25776	17197
54862	24730
200014	17854
57545	132897
387707	128328
55749	71138
147372	267242
883	49581
56267	71916
1238	57841
112869	37875
92922	26127
79839	499134
388389	5678
112942	25485
126402	12550
29903	5761
203260	3221
255101	40296
90550	195563
55013	128473
256309	26570
201973	45280
153733	29567
29070	86974
93233	25519
84317	4748
164592	5208
150275	16627
220136	39302
90060	16286
79635	3393
160857	58064
84902	96099
115098	10970
202243	59983
90693	47326
133957	21285
223075	144649
151903	65773
81576	31540
55610	128783
79879	31554
84229	36999
64753	31368
339230	7210
165055	98752
152206	69135
151278	7070
285025	224829
84865	10166
9720	120850
284047	87817
348254	81017
339184	32768
57639	172589
159686	101269
130940	285680
91050	176690
64770	74029
284992	94036
115948	15177
100129792	45621
283152	6203
645811	10101
147872	29784
550631	22049
339965	108881
126075	8468
80071	87368
347475	8994
126661	6248
149483	4743
343099	99235
25790	27801
64793	44629
28952	15056
374969	10345
149473	4932
55246	39324
148870	19247
25901	19802
79140	4792
728621	201083
80125	119832
91057	24736
339834	59678
348807	41663
120935	76253
339829	65481
83643	203364
55036	63981
51134	194964
387885	10114
146849	14901
124808	12360
90799	31191
201134	556596
57003	28342
79825	39438
152137	69577
79714	14482
152185	72438
51019	49284
84692	1196
84081	69668
28958	1079
284001	111434
131076	23644
29080	6502
160777	206318
729440	23159
84660	53907
160762	63046
146439	9303
92558	105259
85478	17443
285331	64712
159989	109391
80323	58030
26112	43040
8030	117809
83446	4263
64925	3796
51372	3951
493860	192578
90557	11045
91409	5829
253635	14726
54482	17418
84318	53295
124093	4302
283847	47201
151887	44346
60494	50172
79780	37159
220047	64951
338657	17676
114800	202184
11007	962
317762	104017
79080	8968
55231	2887
55704	132039
283234	17331
440193	146497
220388	2347
83987	3235
63933	28445
60492	27314
55297	359720
80212	37205
54520	98682
55702	22008
257236	2152
90324	15018
54908	21117
26093	15433
54535	15792
881	1946
886	9088
887	12289
885	8361
6356	2592
6357	2130
348249	18382
6358	3441
6359	3971
6360	7127
6361	19987
6362	7760
6363	1706
6346	2905
6364	3714
6366	1131
6367	7406
6368	5123
6369	12547
6370	10345
10344	22073
10850	767
56477	55419
6347	1918
6349	1889
414062	1889
6348	1887
388372	1970
6351	1787
6352	8869
6354	2021
6355	1967
83605	76724
8900	12394
890	7439
57820	21944
891	11235
9133	19899
85417	149201
892	26427
595	13318
894	31591
896	113961
23582	12059
898	12321
9134	16447
899	29407
900	10628
901	12853
902	101562
645121	6977
10983	28834
79616	90487
54619	18022
8812	31031
57018	17059
81669	13631
10309	2565
904	28249
905	40532
151195	44634
219771	325645
9236	53287
2826	2954
1230	6602
729230	7196
1232	56007
1233	4794
1234	6064
1235	27334
1236	11703
1237	3971
10803	16673
51554	5374
9034	2357
25819	30158
9973	12857
10576	16111
7203	29454
10575	20586
22948	16491
908	12224
10693	53361
643253	12570
10574	19597
150160	2059
10694	17475
9398	49484
135228	132232
929	1973
977	5883
11126	19976
283316	123675
9332	33007
388611	4162
8763	16298
57126	12377
4064	17186
930	7612
909	9933
910	46125
911	4887
912	8397
913	4431
344807	32080
131450	53898
4345	30239
50489	35539
30835	7616
10666	108812
933	18192
51744	32732
919	87902
57124	2550
100133941	7024
29126	20064
80381	30552
939	6851
940	33281
23607	149517
10421	4542
914	14799
11314	18425
10871	11756
342510	14073
124599	10301
100131439	12918
146722	18692
146894	16542
9936	29627
51293	6231
945	28962
947	30153
948	77070
951	5647
952	74904
915	3751
10849	4122
916	11443
917	10817
959	12232
958	11616
960	93234
4179	43478
961	51106
962	33105
920	31282
1043	2565
963	28769
1604	39292
965	70703
966	33469
922	14776
921	33889
967	4350
968	2473
969	8415
923	48699
970	9502
971	8446
972	12895
973	4093
974	3591
924	5964
941	35321
975	21242
3732	54753
9308	19662
8832	38422
942	65781
925	23791
926	46587
22918	10276
10225	123878
976	27581
83692	132480
4267	50014
928	38320
81602	45611
146059	13589
978	29806
8872	54401
8556	175280
8555	127100
168448	2907
8881	37878
166979	60206
991	4222
8697	25673
993	31271
994	19349
995	53090
246184	8587
996	71592
997	10368
55664	28830
11140	12440
51362	51805
8476	328644
9578	125169
55561	21634
11135	8925
10435	7551
10602	31005
23580	28377
148170	8270
56882	8678
56990	130619
998	48651
8318	41318
988	62719
990	16779
79577	132784
8317	26796
157313	52751
83461	7284
55038	11510
113130	23120
55536	45000
83879	14136
55143	17203
64866	64145
200008	20461
1008	157878
1009	182359
1010	1102671
1012	1173817
1013	23744
1014	10763
1015	90116
1016	1104590
28513	103158
999	98245
28316	222349
64405	134765
64072	419027
64403	10558
60437	80207
1000	244252
1001	82659
1002	688356
1003	38127
1004	135460
1005	140085
1006	396048
1007	157989
92211	25084
54825	53463
222256	159682
389118	12009
53841	8402
10423	4869
8558	9742
728642	21978
984	24394
51755	106074
8621	149916
5218	614269
65061	105226
5127	12116
5128	122178
5129	28200
23097	206553
983	16521
23552	8339
8099	11270
10263	1665
1017	5959
1018	5093
1019	4583
8851	6228
8941	2489
51654	44191
55755	191301
80279	13882
1020	4082
1021	231652
1022	42635
1024	151113
1025	4758
54901	697947
8814	71134
8999	54034
51265	136260
344387	80790
6792	228024
1026	10869
1027	5001
1028	2557
91368	12560
55602	4428
1029	27572
100048912	126306
1030	6410
1031	5939
1032	2519
1033	23350
441549	18828
1036	11926
50937	106522
1038	1298
30850	18168
1039	28683
94158	1100
146822	1189
374286	54222
284040	31606
1040	68403
8760	71043
1041	5359
81620	5469
55573	16645
1044	17780
1045	8450
1046	7331
253175	3410
124359	207144
9425	249406
388551	11567
729767	12718
56971	12903
634	21176
125931	28792
90273	37608
388550	19859
1084	14967
1089	10101
1048	21807
4680	16682
1087	14967
1088	14914
1050	2630
1051	2107
1052	1251
1053	2305
1054	8977
10153	29984
51816	43064
27443	198206
100130717	6056
27440	27767
27439	5063
100130418	23500
1990	18237
63036	15359
51032	15291
10136	10885
23436	12332
10658	99602
10659	874160
11189	20169
56853	322758
60680	72415
60677	35430
1057	4552
9620	176446
1952	26212
1951	26423
1056	9880
752014	1373
51286	2975
1058	8574
92806	3057
1059	2889
1060	76741
1062	92597
1063	61376
64946	20774
2491	83688
55835	40610
64105	74275
91687	25089
79019	19417
55839	26609
79172	29261
401541	295072
55166	29780
80152	19536
201161	10932
387103	143624
11064	102718
153241	78957
9662	84553
22995	149370
22897	96920
645455	37879
9859	131368
55125	133752
11190	64143
80184	93203
9857	160102
55165	32482
9702	42232
80254	297445
23177	30602
80321	100044
55722	56404
79959	40821
84131	43615
79598	46631
10390	45721
9350	9226
51148	31357
375298	120435
64781	53842
1066	30276
8824	10625
23491	13883
51716	14327
221223	109877
283848	21828
1068	1734
1069	3763
1070	17529
729338	2269
1071	21895
629	5989
653275	7391
10428	139793
1675	3977
3078	12459
3080	15884
10878	20607
10877	30860
81494	34703
3075	95626
3426	71058
1072	3507
1073	5710
8837	60583
142913	27299
5199	7023
1080	188640
116828	4889
1081	9608
114335	1365
114336	1365
93659	1463
94027	2974
94115	1473
1082	1506
8545	97916
84952	174265
57530	27834
10669	19775
10668	29414
9023	1688
79094	14381
494143	7413
150356	12261
1101	5389
10036	45726
8208	38870
1103	56009
400916	2138
118487	1604
51142	5068
54927	297296
131474	12793
84269	4593
84303	256180
79145	7171
51287	6643
9557	123019
1105	75787
1106	127672
1107	27991
1108	37297
26038	78534
84181	216294
55636	189288
57680	70924
80205	274168
55349	34129
1111	51346
11200	54123
10523	24543
55743	55262
1113	12699
1114	13843
1116	7773
1117	16360
27159	29715
53344	124064
26511	68355
66005	47199
1118	13594
1119	68530
386593	14138
1120	3886
10752	212829
1122	7066
5119	13273
57132	3031
27243	4058
25978	28247
29082	3873
128866	43018
92421	27067
51510	17191
79643	8292
91782	18363
1121	186378
1123	206572
1124	367788
140578	448042
26973	22935
63928	3909
54480	6344
79586	4862
56994	54398
11261	50731
54108	5832
91851	121961
25884	34998
8646	10666
89832	33283
1128	13186
1129	151618
1131	528885
1132	7987
1133	98961
57053	8042
1134	16880
1135	19529
1136	27944
1137	32248
1138	29749
8973	16166
1139	142556
55584	19884
1140	12649
1141	16930
1142	40041
1143	32304
1144	11747
1145	7248
1146	8423
9486	25808
50515	305066
55501	44995
166012	19136
113189	2174
51363	87625
8534	17962
9435	4243
9469	49167
10164	12628
23563	7578
4166	23399
56548	24731
64377	151556
83539	278883
22856	76321
337876	283253
63922	9454
54921	14578
1147	41312
91612	21007
9391	8014
57019	19359
10519	35784
10518	27370
117286	12157
130106	60593
23152	27259
1149	23234
27141	6339
152302	8583
63924	13544
4261	75354
148113	8394
8483	18382
51550	14634
9541	47690
1153	5612
84916	36438
55847	20424
493856	23815
284106	5264
1154	5320
4435	5519
10370	2841
163732	1309
11113	191529
25792	38157
150468	28268
26586	21271
10970	10139
9793	103260
1152	3166
51192	13724
548596	6578
1159	6549
1160	33078
1158	16462
1163	4609
1164	5508
23332	311686
23122	222111
1179	31332
9635	32409
9629	21100
22802	33680
23155	33979
23529	10009
1180	35972
1181	15420
1182	103095
1183	80715
1184	176639
1185	37048
1186	30151
1187	12014
1188	13544
1178	6774
9071	146171
5010	15823
9069	12493
23562	115948
24146	6728
10686	121777
26285	1240
51208	34833
149461	7161
9076	16739
49861	12535
53842	2176
137075	2159
644672	689
9075	30697
1365	1273
1364	1830
7122	2313
9074	3471
1366	3290
9073	2091
9080	1582
56650	7593
125875	2505
